Genişletilmiş Sentetik Gönüllü ve Eğitim Veri Seti;;;;;;;
;;;;;;;
Başlık;Açıklama;;;;;;
Veri Niteliği;Tüm kişi, hesap, eğitim, sertifika, katılım ve sınav bilgileri tamamen sentetiktir.;;;;;;
Eğitim Türleri;Afet Farkındalık, Depremde Arama ve Kurtarma, Enkazda Arama ve Kurtarma Temel, Navigasyon, Kampçılık, Haberleşme ve Yangın Farkındalık.;;;;;;
Tarih Biçimi;"Tarih alanları gg.aa.yyyy; tarih-saat alanları gg.aa.yyyy ss:dd biçiminde gösterilir.";;;;;;
İlişkiler;Gönüllü ID, Eğitmen ID, Merkez Sorumlu ID, Eğitim ID ve Sınav ID alanları sayfalar arasında ilişki kurar.;;;;;;
Hesaplar;Her gönüllü, eğitmen ve merkez eğitim sorumlusu e-posta ve sentetik şifre ile bir hesaba bağlıdır.;;;;;;
Sınavlar;Katılımcı bazında sınava girme durumu, alınan puan ve geçti/kaldı bilgisi bulunur.;;;;;;
Referans Tarihi;17.07.2026;;;;;;
Yeni Seviyeli Eğitimler;Kentsel Arama Kurtarma, Su Arama Kurtarma ve Doğada Arama Kurtarma eğitimleri Seviye 1-5 olarak eklenmiştir.;;;;;;
Seviye Yapısı;"Her eğitim grubu için 5 seviye vardır; süre ve geçme puanı seviyeye göre artar.";;;;;;
Toplam Yeni Eğitim;15;;;;;;

Gönüllü ID;Ad Soyad;Telefon;Telefon Son Güncelleme;E-posta;Şifre;İl;Bölge;Aldığı Eğitimler;Uzmanlık Alanı;Durum;
SNV-0011;EĞT-0015;Navigasyon Eğitimi Değerlendirme Sınavı;Navigasyon;Şanlıurfa;Şanlıurfa Eğitim Merkezi;03.06.2026 18:00;100;60;
SNV-0012;EĞT-0016;Yangın Farkındalık Eğitimi Değerlendirme Sınavı;Yangın;Kayseri;Kayseri Koordinasyon Merkezi;16.07.2026 21:00;100;60;
SNV-0013;EĞT-0021;Enkazda Arama ve Kurtarma Temel Eğitimi Değerlendirme Sınavı;Arama ve Kurtarma;Sivas;Sivas AFAD Salonu;05.02.2026 17:00;100;60;
SNV-0014;EĞT-0023;Afet Farkındalık Eğitimi Değerlendirme Sınavı;Afet;Adana;Adana AFAD Salonu;29.04.2026 17:00;100;60;
SNV-0015;EĞT-0024;Depremde Arama ve Kurtarma Eğitimi Değerlendirme Sınavı;Arama ve Kurtarma;Mardin;Mardin AFAD Salonu;25.02.2026 17:00;100;60;
SNV-0016;EĞT-0027;Haberleşme Eğitimi Değerlendirme Sınavı;Haberleşme;Diyarbakır;Diyarbakır Koordinasyon Merkezi;23.06.2026 18:00;100;60;
SNV-0017;EĞT-0030;Afet Farkındalık Eğitimi Değerlendirme Sınavı;Afet;Amasya;Amasya Koordinasyon Merkezi;11.02.2026 21:00;100;60;
SNV-0018;EĞT-0032;Kentsel Arama Kurtarma Seviye 1 Eğitimi Değerlendirme Sınavı;Kentsel Arama Kurtarma 1;Kocaeli;Kocaeli Saha Eğitim Alanı;02.03.2026 18:00;100;56;
SNV-0019;EĞT-0033;Kentsel Arama Kurtarma Seviye 2 Eğitimi Değerlendirme Sınavı;Kentsel Arama Kurtarma 2;Sivas;Sivas AFAD Salonu;15.03.2026 18:00;100;57;
SNV-0020;EĞT-0034;Kentsel Arama Kurtarma Seviye 3 Eğitimi Değerlendirme Sınavı;Kentsel Arama Kurtarma 3;Mersin;Mersin Koordinasyon Merkezi;28.03.2026 18:00;100;58;
SNV-0021;EĞT-0035;Kentsel Arama Kurtarma Seviye 4 Eğitimi Değerlendirme Sınavı;Kentsel Arama Kurtarma 4;Kayseri;Kayseri Eğitim Merkezi;10.04.2026 18:00;100;59;
SNV-0022;EĞT-0036;Kentsel Arama Kurtarma Seviye 5 Eğitimi Değerlendirme Sınavı;Kentsel Arama Kurtarma 5;Trabzon;Trabzon Eğitim Merkezi;22.04.2026 18:00;100;60;
SNV-0023;EĞT-0037;Su Arama Kurtarma Seviye 1 Eğitimi Değerlendirme Sınavı;Su Arama Kurtarma 1;Ordu;Ordu Saha Eğitim Alanı;01.05.2026 18:00;100;56;
SNV-0024;EĞT-0038;Su Arama Kurtarma Seviye 2 Eğitimi Değerlendirme Sınavı;Su Arama Kurtarma 2;İstanbul;İstanbul AFAD Salonu;14.05.2026 18:00;100;57;
SNV-0025;EĞT-0039;Su Arama Kurtarma Seviye 3 Eğitimi Değerlendirme Sınavı;Su Arama Kurtarma 3;Aydın;Aydın AFAD Salonu;27.05.2026 18:00;100;58;
SNV-0026;EĞT-0040;Su Arama Kurtarma Seviye 4 Eğitimi Değerlendirme Sınavı;Su Arama Kurtarma 4;Eskişehir;Eskişehir Eğitim Merkezi;09.06.2026 18:00;100;59;
SNV-0027;EĞT-0041;Su Arama Kurtarma Seviye 5 Eğitimi Değerlendirme Sınavı;Su Arama Kurtarma 5;Van;Van Saha Eğitim Alanı;21.06.2026 18:00;100;60;
SNV-0028;EĞT-0042;Doğada Arama Kurtarma Seviye 1 Eğitimi Değerlendirme Sınavı;Doğada Arama Kurtarma 1;Rize;Rize AFAD Salonu;30.06.2026 18:00;100;56;
SNV-0029;EĞT-0043;Doğada Arama Kurtarma Seviye 2 Eğitimi Değerlendirme Sınavı;Doğada Arama Kurtarma 2;Van;Van Saha Eğitim Alanı;13.07.2026 18:00;100;57;

Sonuç ID;Sınav ID;Eğitim ID;Eğitim Adı;Katılımcı ID;Katılımcı Ad Soyad;Sınava Girme Durumu;Alınan Puan;Azami Puan;Geçme Puanı;Sonuç;İl;Konum;Sınav Tarihi;
SNC-0001;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0010;Hakan Doğan;Girdi;55;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0002;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0037;Onur Aslan;Girdi;40;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0003;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0057;Emre Doğan;Girdi;94;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0004;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0069;Elif Çelik;Girdi;55;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0005;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0043;Nazlı Doğan;Girdi;87;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0006;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0021;Burak Öztürk;Girdi;44;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0007;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0017;Pelin Aydın;Girdi;52;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0008;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0060;Ceren Aydın;Girdi;40;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0009;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0016;Ece Doğan;Girdi;98;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0010;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0026;Pelin Şahin;Girdi;91;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0011;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0009;Selin Aslan;Girdi;66;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0012;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0080;Buse Kaya;Girdi;48;100;60;Kaldı;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0013;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0051;Melis Çetin;Girdi;76;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0014;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0040;Selin Özdemir;Girdi;78;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0015;SNV-0001;EĞT-0002;Haberleşme Eğitimi;GNL-0050;Hakan Özdemir;Girdi;92;100;60;Geçti;Adana;Adana AFAD Salonu;14.05.2026 21:00;
SNC-0016;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0012;Elif Kara;Girdi;47;100;60;Kaldı;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0017;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0024;Melis Yılmaz;Girdi;61;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0018;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0003;Seda Kara;Girdi;60;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0019;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0037;Onur Aslan;Girdi;61;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0020;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0060;Ceren Aydın;Girdi;61;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0021;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0025;Furkan Şahin;Girdi;81;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0022;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0028;Hakan Şahin;Girdi;76;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0023;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0057;Emre Doğan;Girdi;68;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0024;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;75;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0025;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0063;Derya Kaya;Girdi;94;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0026;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0071;Hakan Aslan;Girdi;51;100;60;Kaldı;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0027;SNV-0002;EĞT-0003;Navigasyon Eğitimi;GNL-0039;Furkan Kurt;Girdi;99;100;60;Geçti;Muğla;Muğla Koordinasyon Merkezi;04.06.2026 21:00;
SNC-0028;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0041;Selin Polat;Girmedi;;100;60;Değerlendirilmedi;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0029;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0002;Mert Yıldız;Girdi;79;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0030;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0005;Aslı Yıldız;Girdi;94;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0031;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0032;Selin Aslan;Girmedi;;100;60;Değerlendirilmedi;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0032;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0019;Melis Öztürk;Girdi;53;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0033;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0080;Buse Kaya;Girdi;41;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0034;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0059;Tuğçe Doğan;Girdi;52;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0035;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0006;Cem Şahin;Girdi;56;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0036;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0020;Zeynep Kaya;Girdi;75;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0037;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0013;Mert Aksoy;Girdi;74;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0038;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0021;Burak Öztürk;Girdi;60;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0039;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0004;Umut Doğan;Girmedi;;100;60;Değerlendirilmedi;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0040;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0060;Ceren Aydın;Girdi;57;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0041;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0071;Hakan Aslan;Girdi;55;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0042;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0039;Furkan Kurt;Girdi;96;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0043;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0077;Can Şahin;Girdi;80;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0044;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;84;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0045;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0044;Ayşe Çelik;Girdi;43;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0046;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0046;Barış Yıldız;Girdi;65;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0047;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0038;Ayşe Kılıç;Girdi;46;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0048;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0007;Elif Çelik;Girdi;61;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0049;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0009;Selin Aslan;Girdi;36;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0050;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0065;Aslı Polat;Girdi;35;100;60;Kaldı;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0051;SNV-0003;EĞT-0004;Afet Farkındalık Eğitimi;GNL-0037;Onur Aslan;Girdi;95;100;60;Geçti;Erzurum;Erzurum Koordinasyon Merkezi;11.06.2026 18:00;
SNC-0052;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0006;Cem Şahin;Girdi;56;100;60;Kaldı;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0053;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0010;Hakan Doğan;Girdi;79;100;60;Geçti;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0054;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0027;Nazlı Kara;Girdi;77;100;60;Geçti;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0055;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0019;Melis Öztürk;Girdi;47;100;60;Kaldı;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0056;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0073;Pelin Yılmaz;Girdi;87;100;60;Geçti;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0057;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0042;Elif Çetin;Girmedi;;100;60;Değerlendirilmedi;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0058;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0076;Elif Şimşek;Girdi;53;100;60;Kaldı;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0059;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0020;Zeynep Kaya;Girdi;96;100;60;Geçti;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0060;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0034;Onur Aydın;Girmedi;;100;60;Değerlendirilmedi;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0061;SNV-0004;EĞT-0005;Afet Farkındalık Eğitimi;GNL-0071;Hakan Aslan;Girdi;75;100;60;Geçti;Malatya;Malatya Koordinasyon Merkezi;16.06.2026 21:00;
SNC-0062;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0042;Elif Çetin;Girdi;50;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0063;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0049;Ece Öztürk;Girdi;70;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0064;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0040;Selin Özdemir;Girdi;89;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0065;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0067;Emre Öztürk;Girdi;58;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0066;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0063;Derya Kaya;Girmedi;;100;60;Değerlendirilmedi;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0067;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0033;Ece Özdemir;Girdi;36;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0068;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0032;Selin Aslan;Girdi;58;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0069;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0070;Pelin Aksoy;Girdi;72;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0070;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0027;Nazlı Kara;Girdi;69;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0071;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0056;Umut Şahin;Girdi;97;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0072;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0046;Barış Yıldız;Girdi;82;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0073;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0077;Can Şahin;Girdi;67;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0074;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0078;Mert Kara;Girdi;74;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0075;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0066;Barış Kaya;Girdi;85;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0076;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;46;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0077;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0058;Melis Kılıç;Girdi;37;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0078;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0050;Hakan Özdemir;Girdi;73;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0079;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0080;Buse Kaya;Girdi;44;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0080;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0018;Derya Aksoy;Girmedi;;100;60;Değerlendirilmedi;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0081;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0015;Furkan Öztürk;Girdi;82;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0082;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0053;Tolga Kurt;Girdi;53;100;60;Kaldı;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0083;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0030;Hakan Çetin;Girdi;100;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0084;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0024;Melis Yılmaz;Girdi;67;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0085;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0023;İrem Aslan;Girdi;63;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0086;SNV-0005;EĞT-0007;Enkazda Arama ve Kurtarma Temel Eğitimi;GNL-0035;Zeynep Polat;Girdi;62;100;60;Geçti;Mardin;Mardin Koordinasyon Merkezi;26.05.2026 21:00;
SNC-0087;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0019;Melis Öztürk;Girmedi;;100;60;Değerlendirilmedi;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0088;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0007;Elif Çelik;Girdi;69;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0089;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0022;Elif Çetin;Girdi;69;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0090;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0026;Pelin Şahin;Girdi;63;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0091;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0031;Hakan Yıldız;Girdi;43;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0092;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0051;Melis Çetin;Girdi;47;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0093;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0071;Hakan Aslan;Girmedi;;100;60;Değerlendirilmedi;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0094;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0076;Elif Şimşek;Girdi;60;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0095;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0009;Selin Aslan;Girdi;61;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0096;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0050;Hakan Özdemir;Girdi;62;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0097;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0035;Zeynep Polat;Girdi;93;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0098;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0064;Hakan Aslan;Girdi;60;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0099;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0077;Can Şahin;Girdi;42;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0100;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0005;Aslı Yıldız;Girdi;89;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0101;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0016;Ece Doğan;Girdi;95;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0102;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0021;Burak Öztürk;Girdi;87;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0103;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0027;Nazlı Kara;Girdi;53;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0104;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0004;Umut Doğan;Girdi;49;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0105;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0033;Ece Özdemir;Girdi;64;100;60;Geçti;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
SNC-0106;SNV-0006;EĞT-0008;Haberleşme Eğitimi;GNL-0074;Ayşe Özdemir;Girdi;42;100;60;Kaldı;Isparta;Isparta Koordinasyon Merkezi;07.02.2026 17:00;
